,t,temp,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,0.2229836369856053,0.0,1.1428571428571428,1.0871193422865302,0.05573780057061255,0.04918843636044347,0.006549364210169077,-0.08484003909292603,11.906817494278243,5.96230593283531,-0.15210307719382143,0.005830009531789846,8.495641242769338,7.603698265520668,-0.06407756800102485
1,1,0.2229836369856053,0.0,1.1428571428571428,2.121219248613341,0.1087572365303319,0.139386567102749,0.0185591057880264,-0.3697844197686484,11.618455868254163,5.814661901201834,-0.15208075318473568,0.01652065149739119,8.52755883842417,7.583608649941193,-0.06502376689519195
2,2,0.2229836369856053,0.0,1.1428571428571428,3.104885507384836,0.1591908840856482,0.26349367585536376,0.03508377533303343,-0.6497548081008109,11.33512788604718,5.669575263822502,-0.15205881585789172,0.031230320690545023,8.564940234235824,7.552619827457663,-0.06632517264400392
3,3,0.2229836369856053,0.0,1.1428571428571428,4.040577796616815,0.20716485362516354,0.4153546944415859,0.05530383503894146,-0.9247615179893698,11.056823110066283,5.527041717085623,-0.1520372645624768,0.04922949389819297,8.602707894963606,7.510617108044758,-0.0679169925590985
4,4,0.2229836369856053,0.0,1.1428571428571428,4.930635834412707,0.2527991050612516,0.5896436585113829,0.07851014099145459,-1.1948172381394118,10.783528699434664,5.387055705676547,-0.15201609845805208,0.06988691659744004,8.636928834933608,7.457736708241354,-0.06974319729868785
5,5,0.2229836369856053,0.0,1.1428571428571428,5.777285229477527,0.2962077477923224,0.7817611222132279,0.1040902840904774,-1.4599370136763046,10.51522942859573,5.249610431405927,-0.1519953165172172,0.09265744413357796,8.664620811929218,7.394308083411731,-0.07175543255003124
6,6,0.2229836369856053,0.0,1.1428571428571428,6.582643046298914,0.33749932603575605,0.9877438787651741,0.13151656948380971,-1.7201382236212703,10.25190771010731,5.114697864235573,-0.1519749175256102,0.11707134144233493,8.683587774713253,7.32080623482443,-0.07391206172605497
7,7,0.2229836369856053,0.0,1.1428571428571428,7.348723098911073,0.3767770902449836,1.2041855286631948,0.16033544034696276,-1.9754405543026543,9.99354362154925,4.982308755464349,-0.15195490008479418,0.1427248684773302,8.692280391799263,7.237812450876165,-0.07617732409685288
8,8,0.2229836369856053,0.0,1.1428571428571428,8.077440986478813,0.4141392552894019,1.4281666092140513,0.1901581747385455,-2.225865968790708,9.740114936455324,4.852432653027705,-0.15193526261447765,0.16927199888382133,8.689678065303069,7.145982166179179,-0.0785205946198432
9,9,0.2229836369856053,0.0,1.1428571428571428,8.77061888329325,0.44967924604270454,1.6571931507954076,0.22065270446134824,-2.4714386724584703,9.491597159165588,4.725057918862241,-0.15191600335495714,0.19641713744175154,8.675189331992648,7.046018815093375,-0.0809157333583343
