,t,temp,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,2.2405116045968865,0.0,1.1428571428571428,1.0871193422865302,0.05573780057061255,0.04918843636044347,0.006549364210169077,-0.026578289451628656,10.770470629097195,5.3615839026979195,-0.17079786647378192,0.005830009531789846,8.489016329713913,7.600196050359012,-0.06418655880072181
1,1,2.2405116045968865,0.0,1.1428571428571428,2.121219248613341,0.1087572365303319,0.139386567102749,0.0185591057880264,-0.28315146705826244,10.511127144710697,5.22872846460376,-0.1707752960617981,0.01652065149739119,8.509265046489457,7.573928647834488,-0.06533261292296694
2,2,2.2405116045968865,0.0,1.1428571428571428,3.104885507384836,0.1591908840856482,0.26349367585536376,0.03508377533303343,-0.5352556099995631,10.256300948658037,5.098171016469255,-0.17075311604819454,0.031230320690545023,8.531248123011562,7.534774689568882,-0.0669090016340324
3,3,2.2405116045968865,0.0,1.1428571428571428,4.040577796616815,0.20716485362516354,0.4153546944415859,0.05530383503894146,-0.7828996213538053,10.00598304173117,4.9699077901173006,-0.1707313257928167,0.04922949389819297,8.550975570231525,7.483189686786594,-0.06883729173236997
4,4,2.2405116045968865,0.0,1.1428571428571428,4.930635834412707,0.2527991050612516,0.5896436585113829,0.07851014099145459,-1.0260945464086735,9.760162259383032,4.843933891036434,-0.17070992446455158,0.06988691659744004,8.5654089098891,7.419779599279351,-0.07104965115769113
5,5,2.2405116045968865,0.0,1.1428571428571428,5.777285229477527,0.2962077477923224,0.7817611222132279,0.1040902840904774,-1.2648535563971608,9.518825288166166,4.720243306233884,-0.17068891104199402,0.09265744413357796,8.5722965509529,7.34525827858495,-0.0734875332403665
6,6,2.2405116045968865,0.0,1.1428571428571428,6.582643046298914,0.33749932603575605,0.9877438787651741,0.13151656948380971,-1.4991919284983446,9.281956685948556,4.598828914066599,-0.17066828431477887,0.11707134144233493,8.57003430718162,7.2604127648197,-0.07610051925213654
7,7,2.2405116045968865,0.0,1.1428571428571428,7.348723098911073,0.3767770902449836,1.2041855286631948,0.16033544034696276,-1.729127022169541,9.049538905837595,4.479682496014492,-0.1706480428869117,0.1427248684773302,8.557547442907339,7.166075184102931,-0.07884530044471305
8,8,2.2405116045968865,0.0,1.1428571428571428,8.077440986478813,0.4141392552894019,1.4281666092140513,0.1901581747385455,-1.9546782518889971,8.821552323729609,4.362794750355947,-0.17062818517787903,0.16927199888382133,8.53419113574704,7.063100179664648,-0.08168478298713064
9,9,2.2405116045968865,0.0,1.1428571428571428,8.77061888329325,0.44967924604270454,1.6571931507954076,0.22065270446134824,-2.1758670563998272,8.597975269400537,4.248155307702506,-0.17060870942642303,0.19641713744175154,8.499666678449708,6.9523469693708835,-0.08458730117593168
10,10,2.2405116045968865,0.0,1.1428571428571428,9.429990095156663,0.48348593099372933,1.889142659106549,0.2515364226825877,-2.392716864559108,8.378784061024325,4.135752748333443,-0.17058961369276204,0.22390871766680207,8.453951116576793,6.834665259202061,-0.08752592602195322
