,t,temp,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,6.929343396411829,0.0,1.1428571428571428,1.0871193422865302,0.05573780057061255,0.04918843636044347,0.006549364210169077,-0.0033328717771174965,10.31708813257226,5.1814120728395086,-0.11866245813085818,0.005830009531789846,8.486373105437625,7.599145646873577,-0.06388260887313882
1,1,6.929343396411829,0.0,1.1428571428571428,2.121219248613341,0.1087572365303319,0.139386567102749,0.0185591057880264,-0.24858551307593846,10.069304372327004,5.054444548876713,-0.11864746951428806,0.01652065149739119,8.501965846443294,7.57104936400116,-0.06447142726725906
2,2,6.929343396411829,0.0,1.1428571428571428,3.104885507384836,0.1591908840856482,0.26349367585536376,0.03508377533303343,-0.4895700057574448,9.825832809936319,4.929671934464253,-0.11863274000867285,0.031230320690545023,8.51780446499222,7.5295124092018035,-0.06528126557580634
3,3,6.929343396411829,0.0,1.1428571428571428,4.040577796616815,0.20716485362516354,0.4153546944415859,0.05530383503894146,-0.7262947138898523,9.586664995011374,4.807090668172975,-0.11861826919390417,0.04922949389819297,8.530332755009132,7.475174282275315,-0.06627179233051761
4,4,6.929343396411829,0.0,1.1428571428571428,4.930635834412707,0.2527991050612516,0.5896436585113829,0.07851014099145459,-0.9587700506894503,9.351790406866511,4.686696112156108,-0.11860405652153183,0.06988691659744004,8.536869060291536,7.408790735740775,-0.06740813271052008
5,5,6.929343396411829,0.0,1.1428571428571428,5.777285229477527,0.2962077477923224,0.7817611222132279,0.1040902840904774,-1.1870084630850597,9.121196470114779,4.568482559617948,-0.11859010131853864,0.09265744413357796,8.535453280958404,7.331196515683714,-0.06866019068898953
6,6,6.929343396411829,0.0,1.1428571428571428,6.582643046298914,0.33749932603575605,0.9877438787651741,0.13151656948380971,-1.4110244127090166,8.894868573873671,4.45244324417704,-0.11857640278578607,0.11707134144233493,8.524717382644633,7.243275198077794,-0.07000205280328217
7,7,6.929343396411829,0.0,1.1428571428571428,7.348723098911073,0.3767770902449836,1.2041855286631948,0.16033544034696276,-1.6308343533778524,8.672790094515381,4.3385703510803175,-0.11856296000112287,0.1427248684773302,8.503776018362384,7.145934971776648,-0.07141146384020801
8,8,6.929343396411829,0.0,1.1428571428571428,8.077440986478813,0.4141392552894019,1.4281666092140513,0.1901581747385455,-1.8464567051396097,8.454942421888711,4.226855030241561,-0.1185497719193851,0.16927199888382133,8.472134344851831,7.040089391513178,-0.07286936587616766
9,9,6.929343396411829,0.0,1.1428571428571428,8.77061888329325,0.44967924604270454,1.6571931507954076,0.22065270446134824,-2.0579118249719475,8.241304988922948,4.117287411047776,-0.11853683737572673,0.19641713744175154,8.429610522947755,6.926642271726939,-0.07435949312650075
10,10,6.929343396411829,0.0,1.1428571428571428,9.429990095156663,0.48348593099372933,1.889142659106549,0.2515364226825877,-2.2652219742314017,8.031855304514002,4.009856618895524,-0.1185241550858418,0.22390871766680207,8.37627074358483,6.806476018300403,-0.07586801595054374
11,11,6.929343396411829,0.0,1.1428571428571428,10.057203393549836,0.5156438444639696,2.122216640778222,0.28256986279229673,-2.468411282959493,7.826568989587113,3.904550793389694,-0.1185117236499611,0.2515335749564476,8.312374925009347,6.680442803271367,-0.07738322814894494
12,12,6.929343396411829,0.0,1.1428571428571428,10.653827138419569,0.54623339798741,2.354898893912414,0.3135511448532181,-2.6675057111668066,7.625419816212675,3.80135710815388,-0.11849954155440656,0.27911200301848677,8.238331489024004,6.549358079871272,-0.07889527238259855
13,13,6.929343396411829,0.0,1.1428571428571428,11.221353199895464,0.5753310813812461,2.5859188770571904,0.3443110982364694,-2.862533007219392,7.428379749649494,3.7002617921790826,-0.11848760717270146,0.3064934122159357,8.154659850281842,6.413996014012032,-0.08039589915654632
