,t,temp,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,9.838549629291153,0.0,1.1428571428571428,1.0871193422865302,0.05573780057061255,0.04918843636044347,0.006549364210169077,-0.01045943047583986,10.456085719955599,5.214024003607154,-0.15727643938157065,0.005830009531789846,8.487183462696967,7.599335774740802,-0.06410772875189082
1,1,9.838549629291153,0.0,1.1428571428571428,2.121219248613341,0.1087572365303319,0.139386567102749,0.0185591057880264,-0.25918276732095347,10.20475908184637,5.085254493536695,-0.15725629202023583,0.01652065149739119,8.504203646492945,7.571558364359542,-0.06510927016860446
2,2,9.838549629291153,0.0,1.1428571428571428,3.104885507384836,0.1591908840856482,0.26349367585536376,0.03508377533303343,-0.5035764034527768,9.957807461932422,4.9587114290758905,-0.15723649301024878,0.031230320690545023,8.521926075697081,7.530419321931216,-0.06648687316190414
3,3,9.838549629291153,0.0,1.1428571428571428,4.040577796616815,0.20716485362516354,0.4153546944415859,0.05530383503894146,-0.7436488667421637,9.715222243084742,4.834391185894571,-0.15721704178406348,0.04922949389819297,8.536661563268728,7.476518272945907,-0.0681719903702226
4,4,9.838549629291153,0.0,1.1428571428571428,4.930635834412707,0.2527991050612516,0.5896436585113829,0.07851014099145459,-0.9794107627549842,9.47699270873259,4.712289047965834,-0.15719793760449186,0.06988691659744004,8.545619063119858,7.4105793471111925,-0.07010534005893643
5,5,9.838549629291153,0.0,1.1428571428571428,5.777285229477527,0.2962077477923224,0.7817611222132279,0.1040902840904774,-1.2108747590624525,9.243106058717254,4.5923992151564175,-0.15717917956314942,0.09265744413357796,8.546749111853686,7.333412571858132,-0.07223575605060582
6,6,9.838549629291153,0.0,1.1428571428571428,6.582643046298914,0.33749932603575605,0.9877438787651741,0.13151656948380971,-1.4380555659304628,9.013547428806223,4.474714812728209,-0.15716076658534028,0.11707134144233493,8.538611275392427,7.245882560484104,-0.07451917603199504
7,7,9.838549629291153,0.0,1.1428571428571428,7.348723098911073,0.3767770902449836,1.2041855286631948,0.16033544034696276,-1.6609699134486622,8.788299913801367,4.35922790272758,-0.1571426974282808,0.1427248684773302,8.520262142127818,7.148883318118567,-0.07691775179038905
8,8,9.838549629291153,0.0,1.1428571428571428,8.077440986478813,0.4141392552894019,1.4281666092140513,0.1901581747385455,-1.8796365251791958,8.567344594167858,4.2459294972148065,-0.15712497068598452,0.16927199888382133,8.491160885232405,7.043318164665384,-0.07939906687873066
9,9,9.838549629291153,0.0,1.1428571428571428,8.77061888329325,0.44967924604270454,1.6571931507954076,0.22065270446134824,-2.094076088409391,8.35066056609124,4.1348095732944845,-0.15710758479037246,0.19641713744175154,8.451089832378441,6.930083924677227,-0.0819354489226743
10,10,9.838549629291153,0.0,1.1428571428571428,9.429990095156663,0.48348593099372933,1.889142659106549,0.2515364226825877,-2.3043112211110772,8.13822497486516,4.025857089896334,-0.15709053801393758,0.22390871766680207,8.400087840071798,6.810058663244259,-0.08450336529702052
11,11,9.838549629291153,0.0,1.1428571428571428,10.057203393549836,0.5156438444639696,2.122216640778222,0.28256986279229673,-2.510366435715339,7.930013051496099,3.9190600062442016,-0.1570738284730755,0.2515335749564476,8.338394579709332,6.684092357450465,-0.08708289223294817
12,12,9.838549629291153,0.0,1.1428571428571428,10.653827138419569,0.54623339798741,2.354898893912414,0.3135511448532181,-2.712268099820059,7.725998152404712,3.814405301956869,-0.15705745412986083,0.27911200301848677,8.26640410989883,6.552999987379398,-0.0896572485937453
13,13,9.838549629291153,0.0,1.1428571428571428,11.221353199895464,0.5753310813812461,2.5859188770571904,0.3443110982364694,-2.9100443939636955,7.526151802097036,3.711878998709617,-0.1570414127980424,0.3064934122159357,8.184626340255845,6.417556611281992,-0.092212386596567
14,14,9.838549629291153,0.0,1.1428571428571428,11.761200688742338,0.6030096540102686,2.8142195512306767,0.3747089798367826,-3.103725266600077,7.330443738659209,3.611466183389034,-0.15702570214348732,0.3335525180755364,8.093655190763,6.278494058303241,-0.09473663266911733
15,15,9.838549629291153,0.0,1.1428571428571428,12.274719504876305,0.629338326723175,3.0389291611650564,0.4046287167887952,-3.2933423864210942,7.138841961934039,3.5131510326591453,-0.15701031969128643,0.36018599668832146,7.994142422152421,6.136498930770393,-0.09722037244312083
16,16,9.838549629291153,0.0,1.1428571428571428,12.763193712817706,0.6543829349157406,3.2593364850695234,0.43397561101127385,-3.478929092181282,6.951312784221564,3.4169168388660243,-0.15699526282664245,0.38630955121287003,7.8867762603652025,5.99221165792954,-0.09965577459118805
17,17,9.838549629291153,0.0,1.1428571428571428,13.227844752521248,0.6782061031536006,3.4748691379018384,0.4626734503212859,-3.6605203401819386,6.767820883345044,3.322746037189628,-0.15698052880219748,0.4118553402925743,7.772264065191287,5.846226385410999,-0.10203654884917111
18,18,9.838549629291153,0.0,1.1428571428571428,13.669834493612106,0.700867401766284,3.6850745622664345,0.49066197740168765,-3.838152649581872,6.588329357912093,3.2306202339655865,-0.15696611473914324,0.43676972502111705,7.651318402487933,5.699091520698627,-0.10435773411118637
19,19,9.838549629291153,0.0,1.1428571428571428,14.090268140665183,0.7224234958040655,3.8896033843948357,0.5178946736756643,-4.011864045703639,6.41279978460263,3.140520236077915,-0.1569520176347705,0.4610112962269308,7.524645973346497,5.551310785374684,-0.10661551298166444
20,20,9.838549629291153,0.0,1.1428571428571428,14.490196996792218,0.7429282867301078,4.088194850892802,0.544336820232141,-4.181694001508474,6.241192277305352,3.0524260813387105,-0.15693823436602194,0.4845491483784244,7.392938934313509,5.40334465073084,-0.10880704959046816
21,21,9.838549629291153,0.0,1.1428571428571428,14.870621092447166,0.7624330472021944,4.280664095659262,0.5699638024357354,-4.347683377418199,6.073465547926427,2.9663170697609154,-0.15692476169415492,0.5073613704084629,7.256868212097836,5.255612055138508,-0.1109303478624445
22,22,9.838549629291153,0.0,1.1428571428571428,15.232491686023227,0.7809865492810817,4.466891016125173,0.5947596288151704,-4.509874359662769,5.9095769686872135,2.8821717956271087,-0.15691159627007067,0.5294337272818607,7.117078475673498,5.108492319955527,-0.11298412776539477
23,23,9.838549629291153,0.0,1.1428571428571428,15.576713642494315,0.7986351863860544,4.646810564194185,0.6187156383170418,-4.668310397334285,5.749482635729386,2.799968180260848,-0.1568987346389772,0.5507585092389712,6.974184479683574,4.9623271962173074,-0.11496771735484491
