,t,temp,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,3.8099582578504965,0.0,1.1428571428571428,1.0871193422865302,0.05573780057061255,0.04918843636044347,0.006549364210169077,-0.0015589407615923534,10.282489086699709,4.991616813526001,-0.2907275443919666,0.005830009531789846,8.486171392670398,7.59803913870269,-0.06488574996612932
1,1,3.8099582578504965,0.0,1.1428571428571428,2.121219248613341,0.1087572365303319,0.139386567102749,0.0185591057880264,-0.24594765466379176,10.035587063608409,4.865120685675128,-0.290690951142869,0.01652065149739119,8.501408814536525,7.567921610437067,-0.06731369766964268
2,2,3.8099582578504965,0.0,1.1428571428571428,3.104885507384836,0.1591908840856482,0.26349367585536376,0.03508377533303343,-0.48608353653267766,9.792981608947482,4.740811224172248,-0.29065499046065923,0.031230320690545023,8.51677851145027,7.52361422865354,-0.07065357562333113
3,3,3.8099582578504965,0.0,1.1428571428571428,4.040577796616815,0.20716485362516354,0.4153546944415859,0.05530383503894146,-0.721974909861256,9.554664313624395,4.618684883832769,-0.290619661318825,0.04922949389819297,8.528757377660053,7.465899160864755,-0.0747393338146121
4,4,3.8099582578504965,0.0,1.1428571428571428,4.930635834412707,0.2527991050612516,0.5896436585113829,0.07851014099145459,-0.9536321401831804,9.320624705505987,4.498737047048618,-0.2905849623826562,0.06988691659744004,8.534690985519852,7.395654856233874,-0.07942734793478867
5,5,3.8099582578504965,0.0,1.1428571428571428,5.777285229477527,0.2962077477923224,0.7817611222132279,0.1040902840904774,-1.181067619699494,9.090850264948713,4.380962031231173,-0.29055089200769046,0.09265744413357796,8.532641479148563,7.313821342800817,-0.08459363804543552
6,6,3.8099582578504965,0.0,1.1428571428571428,6.582643046298914,0.33749932603575605,0.9877438787651741,0.13151656948380971,-1.4042957483446639,8.865326443928678,4.265353098133362,-0.2905174482448203,0.11707134144233493,8.521258845862908,7.221372303709818,-0.09013142164416879
7,7,3.8099582578504965,0.0,1.1428571428571428,7.348723098911073,0.3767770902449836,1.2041855286631948,0.16033544034696276,-1.6233329113553019,8.644036688702172,4.151902465021617,-0.2904846288431795,0.1427248684773302,8.49967219229942,7.119292822289978,-0.09594896141409365
8,8,3.8099582578504965,0.0,1.1428571428571428,8.077440986478813,0.4141392552894019,1.4281666092140513,0.1901581747385455,-1.8381974534157353,8.426962465927001,4.040601317662151,-0.2904524312516976,0.16927199888382133,8.46739812177751,7.008561853285329,-0.10196767263479278
9,9,3.8099582578504965,0.0,1.1428571428571428,8.77061888329325,0.44967924604270454,1.6571931507954076,0.22065270446134824,-2.0489096494672454,8.214083292153118,3.931439825070271,-0.2904208526275376,0.19641713744175154,8.424263715191916,6.890138620888777,-0.10812045937425581
10,10,3.8099582578504965,0.0,1.1428571428571428,9.429990095156663,0.48348593099372933,1.889142659106549,0.2515364226825877,-2.2554916722787866,8.005376766585526,3.8244071559825343,-0.2903898898365398,0.22390871766680207,8.370341968111571,6.764952266867558,-0.11435025222943528
11,11,3.8099582578504965,0.0,1.1428571428571428,10.057203393549836,0.5156438444639696,2.122216640778222,0.28256986279229673,-2.45796755688632,7.800818607009985,3.719491496984917,-0.29035953946232596,0.2515335749564476,8.305897839223228,6.633894176867749,-0.12060872360868621
12,12,3.8099582578504965,0.0,1.1428571428571428,10.653827138419569,0.54623339798741,2.354898893912414,0.3135511448532181,-2.656363162018671,7.600382688765395,3.6166800722485792,-0.29032979780807544,0.27911200301848677,8.231343326232365,6.497812502468227,-0.12685515938473993
13,13,3.8099582578504965,0.0,1.1428571428571428,11.221353199895464,0.5753310813812461,2.5859188770571904,0.3443110982364694,-2.850706128637137,7.40404108662851,3.515959164793969,-0.29030066090629525,0.3064934122159357,8.147200210403767,6.3575084728644065,-0.13305546825859538
14,14,3.8099582578504965,0.0,1.1428571428571428,11.761200688742338,0.6030096540102686,2.8142195512306767,0.3747089798367826,-3.041025835724409,7.211764119481767,3.4173141392244144,-0.2902721245228168,0.3335525180755364,8.054069304942118,6.213734155082619,-0.13918131237829917
15,15,3.8099582578504965,0.0,1.1428571428571428,12.274719504876305,0.629338326723175,3.0389291611650564,0.4046287167887952,-3.2273533534658005,7.023520397611893,3.3207294658463837,-0.2902441841654557,0.36018599668832146,7.952605209567392,6.06719137694361,-0.14520934471138625
16,16,3.8099582578504965,0.0,1.1428571428571428,12.763193712817706,0.6543829349157406,3.2593364850695234,0.43397561101127385,-3.4097213939723314,6.839276872494304,3.2261887461042527,-0.290216835090229,0.38630955121287003,7.84349571758612,5.918531574011054,-0.15112054038420708
17,17,3.8099582578504965,0.0,1.1428571428571428,13.227844752521248,0.6782061031536006,3.4748691379018384,0.4626734503212859,-3.5881642597050956,6.658998888899426,3.133674739241643,-0.2901900723100148,0.4118553402925743,7.727445145637571,5.768356361655073,-0.15689961072080172
18,18,3.8099582578504965,0.0,1.1428571428571428,13.669834493612106,0.700867401766284,3.6850745622664345,0.49066197740168765,-3.762717789758896,6.4826502391606144,3.0431693901098456,-0.2901638906009918,0.43676972502111705,7.605160962850375,5.617218667172779,-0.16253449004779036
19,19,3.8099582578504965,0.0,1.1428571428571428,14.090268140665183,0.7224234958040655,3.8896033843948357,0.5178946736756643,-3.9334193041773435,6.310193219432936,2.9546538580316195,-0.2901382845135192,0.4610112962269308,7.477343187736224,5.465624285506557,-0.16801588651506233
20,20,3.8099582578504965,0.0,1.1428571428571428,14.490196996792218,0.7429282867301078,4.088194850892802,0.544336820232141,-4.10030754646451,6.141588687771149,2.8681085466344403,-0.2901132483785762,0.4845491483784244,7.344676099829277,5.314033746258675,-0.17333688921553608
21,21,3.8099582578504965,0.0,1.1428571428571428,14.870621092447166,0.7624330472021944,4.280664095659262,0.5699638024357354,-4.26342262447188,5.976796123852601,2.7835131345588238,-0.2900887763173099,0.5073613704084629,7.207821880623143,5.162864400058316,-0.17849262481074102
22,22,3.8099582578504965,0.0,1.1428571428571428,15.232491686023227,0.7809865492810817,4.466891016125173,0.5947596288151704,-4.422805949833797,5.815773690162285,2.700846606951801,-0.290064862250361,0.5294337272818607,7.0674158562927865,5.012492649465073,-0.18347995767309286
23,23,3.8099582578504965,0.0,1.1428571428571428,15.576713642494315,0.7986351863860544,4.646810564194185,0.6187156383170418,-4.578500176129152,5.658478294470193,2.6200872876500636,-0.29004149990763395,0.5507585092389712,6.924063064357386,4.863256263962416,-0.1882972282701646
24,24,3.8099582578504965,0.0,1.1428571428571428,15.904147696048819,0.8154230893026395,4.8204042804042855,0.6418293730925384,-4.730549135948503,5.504865653407798,2.5412128719606297,-0.2900186828367346,0.5713335283907811,6.778335908960572,4.715456730626064,-0.19294402514350442
25,25,3.8099582578504965,0.0,1.1428571428571428,16.215612602373405,0.8313922365325568,4.987692920235169,0.664103596701674,-4.878997777043925,5.354890356977782,2.4642004599462197,-0.28999640441251806,0.5911612447594707,6.630772705851685,4.569361602092796,-0.1974209863909174
26,26,3.8099582578504965,0.0,1.1428571428571428,16.51188718596871,0.8465825592618379,5.148730039481364,0.6855454400156429,-5.023892097738014,5.208505933807839,2.3890265901176377,-0.28997465784841303,0.610248005991269,6.481876949250882,4.42520681180633,-0.20172962704900044
27,27,3.8099582578504965,0.0,1.1428571428571428,16.79371228761626,0.8610320412095923,5.303596421480123,0.7061656592108337,-5.165279081767449,5.065664916977353,2.3156672734467865,-0.28995343620485947,0.6286033868492922,6.332117159359051,4.283198933448725,-0.20587218920014988
28,28,3.8099582578504965,0.0,1.1428571428571428,17.061792616866313,0.874776813607088,5.45239524297603,0.7259779921111806,-5.303206632735757,4.9263189102393135,2.244098027605723,-0.2899327323993006,0.646239616252548,6.181927191934738,4.1435173671793235,-0.20985151201312305
29,29,3.8099582578504965,0.0,1.1428571428571428,17.316798514178803,0.8878512455446512,5.595247887742358,0.7449986007783221,-5.437723508340597,4.79041865446872,2.174293911341385,-0.2899125392168411,0.6631710810896543,6.031706910677048,4.006316440004419,-0.21367091925803286
30,30,3.8099582578504965,0.0,1.1428571428571428,17.559367627123653,0.9002880299122932,5.732290327957218,0.7632455896974336,-5.568879254547077,4.657914094166493,2.1062295589016067,-0.2898928493189068,0.6794138973251156,5.881823139585609,3.871727411445554,-0.217334122130281
