,t,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,60.18,1.3333333333333333,1.2683058993342853,0.06502743399904798,0.057386509087184054,0.007640924911863924,-0.7414902323674699,-6.042017547991052,-2.728679812816326,0.07140749454259687,0.005853342766565613,8.013842371466508,4.033484366438342,-0.08637713550170759
1,1,60.17844393592677,1.3333333333333333,2.474755790048898,0.12688344261872053,0.1626176616198738,0.021652290086030798,-0.6154334365183756,-5.916629415439245,-3.039418126007609,0.054158035506235436,0.016586771499071336,7.864166306044988,3.9553216696698303,-0.08495970684327984
2,2,60.176887871853545,1.3333333333333333,3.6223664252823085,0.1857226980999229,0.30740928849792437,0.04093107122187233,-0.4915080048083498,-5.7933613412891605,-2.873589353719397,0.100340973473112,0.03135531266539883,7.661076451442146,3.8554768317488977,-0.08142240687201763
3,3,60.17533180778032,1.3333333333333333,4.714007429386284,0.24169232922935746,0.4845804768485168,0.06452114087876502,-0.3697120662381481,-5.672211464466725,-2.850160200749907,0.08236609327660904,0.049426523308308865,7.416056041503415,3.731096176389673,-0.07891983217824884
4,4,60.1737757437071,1.3333333333333333,5.75240847348149,0.2949322892381268,0.6879176015966133,0.09159516449003034,-0.250042674269646,-5.553176854063757,-2.460164875912052,0.0968017394438192,0.07016662245792457,7.138841771730218,3.614867607503618,-0.07438791268578086
5,5,60.17221967963387,1.3333333333333333,6.740166101057114,0.3455757057577094,0.912054642582099,0.1214386647722236,-0.13249581284902057,-5.436253515328837,-2.528641732154724,0.08714215431693262,0.09302828364694447,6.837662362946639,3.4591314929366503,-0.07107751533025868
6,6,60.17066361556064,1.3333333333333333,7.679750220682065,0.393749213708382,1.1523678585593697,0.1534359977311113,-0.017066404314758366,-5.321436397535018,-2.396752315173001,0.08546240945761507,0.11753989180756033,6.51944593841946,3.3128095843049117,-0.06699894410481988
7,7,60.169107551487414,1.3333333333333333,8.573510282062918,0.43957327195248086,1.4048831167737272,0.1870580137381232,0.09625168083760016,-5.2087194036918305,-2.598047062244091,0.10311946458307908,0.1432960910193111,6.19000021039181,3.1173209116156237,-0.06001889592818042
8,8,60.16755148741419,1.3333333333333333,9.42368115089195,0.4831624645043022,1.666194377416393,0.2218512038616364,0.20746561236850702,-5.098095402070069,-2.7077889571129887,0.07472300314559366,0.16994947003877958,5.854168965154977,2.9208564281559983,-0.05976937366487329
9,9,60.16599542334096,1.3333333333333333,10.232388697175463,0.5246257870498221,1.933392009261309,0.2574281552049063,0.3165835869265443,-4.989556239500148,-2.1653096761635737,0.07262473731561858,0.1972032505959277,5.51596789285008,2.8430248313930204,-0.05576725177389878
10,10,60.16443935926773,1.3333333333333333,11.001655111016111,0.5640669194926845,2.203999768957641,0.2934591597963524,0.42361481294528325,-4.883092756394425,-1.9651144143444377,0.09479431177306097,0.2248048593710604,5.178702421139543,2.7158340719791294,-0.046369074176558396
11,11,60.162883295194504,1.3333333333333333,11.73340395914148,0.6015844852079648,2.4759194142412597,0.3296648399243463,0.5285694938570451,-4.778694803444061,-2.1431709826313927,0.0908815451050593,0.2525402786207288,4.845069873695731,2.50338969789383,-0.04230657296309569
12,12,60.161327231121284,1.3333333333333333,12.429464994822835,0.6372722976519787,2.747382042897817,0.3658096689954212,0.6314588096818508,-4.676351259933154,-2.411138763969256,0.1340038882557959,0.28022908282078435,4.517247978982633,2.2561707210541924,-0.025288634346686427
13,13,60.159771167048056,1.3333333333333333,13.091578733211382,0.6712195949447873,3.016905356566723,0.4016962812758811,0.7322948970538423,-4.576050053605951,-1.9445214696440782,0.07862085102205985,0.3077200796348249,4.196971496683838,2.2214945829639072,-0.03624707367067523
14,14,60.15821510297483,1.3333333333333333,13.721400803532735,0.7035112630119804,3.283256143102457,0.4371604764762465,0.831090827750014,-4.477778182023662,-2.3654990197181647,0.08526359101523884,0.33488748316810896,3.8855985036550855,1.9170259224065656,-0.02951469764882234
15,15,60.1566590389016,1.3333333333333333,14.320506089022365,0.7342280478437047,3.545417354692567,0.4720668362535945,0.9278605857980793,-4.38152173533668,-2.2224494937828077,0.050049843385302495,0.361627555982152,3.584167684347431,1.7965826535821323,-0.03763443194667071
16,16,60.155102974828374,1.3333333333333333,14.890392664954,0.7634467574016979,3.8025592325811113,0.506304879513153,1.0226190432329751,-4.287265920398409,-2.077884015648457,0.09567552779154997,0.38785566385735554,3.293447798657723,1.6875276308692047,-0.016335664261529798
