,t,temp,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0.0,27.714882440935348,60.25,1.1428571428571428,1.0871193422865302,0.055737800570612554,0.04918843636044346,0.006549364210169076,-0.5230666066444623,10.201978182956811,5.114985526169251,-0.12600555739591623,0.005830009531789847,8.485702013334164,7.598758379473327,-0.06392541921184697
1,1.0,27.714882440935348,60.24828375286042,1.1428571428571428,2.1212192486133414,0.1087572365303319,0.139386567102749,0.0185591057880264,-0.7779285738770315,9.944361166856934,4.982977495836116,-0.1259889165902317,0.016520651497391195,8.499901703288756,7.569868681724331,-0.06459271275588727
2,2.0,27.714882440935348,60.24656750572083,1.1428571428571428,3.104885507384836,0.1591908840856482,0.2634936758553637,0.03508377533303343,-1.0283512110266524,9.691231476759263,4.85325283312902,-0.12597256364550447,0.031230320690545023,8.513600822191727,7.52712581616022,-0.06551049062179663
3,3.0,27.714882440935348,60.24485125858122,1.1428571428571428,4.040577796616815,0.20716485362516354,0.41535469444158585,0.05530383503894145,-1.274343366050359,9.442580168787401,4.725807792723202,-0.12595649808875287,0.04922949389819297,8.523239531935715,7.471172767454331,-0.06663304962512012
4,4.0,27.714882440935348,60.243135011441645,1.1428571428571428,4.930635834412706,0.25279910506125164,0.589643658511383,0.07851014099145459,-1.5159160147715502,9.198396148199176,4.6006375101455665,-0.12594071930607686,0.06988691659744005,8.526148808529525,7.402776365399572,-0.06792086945064713
5,5.0,27.714882440935348,60.24141876430206,1.1428571428571428,5.777285229477526,0.2962077477923224,0.7817611222132278,0.10409028409047741,-1.7530822447213645,8.958666185720064,4.477736009579099,-0.1259252265436306,0.09265744413357796,8.520393640212085,7.322788172293174,-0.06933984464474628
6,6.0,27.714882440935348,60.23970251716248,1.1428571428571428,6.582643046298914,0.3374993260357561,0.9877438787651741,0.13151656948380974,-1.9858572352702653,8.723374937626756,4.357096213632028,-0.12591001890838616,0.11707134144233493,8.504640392600383,7.232112793309346,-0.0708606090803781
7,7.0,27.714882440935348,60.23798627002287,1.1428571428571428,7.348723098911073,0.3767770902449837,1.2041855286631948,0.16033544034696276,-2.2142582341155044,8.492504969513869,4.238709955036767,-0.1258950953701321,0.14272486847733024,8.478044847608125,7.131682409885237,-0.07245794189640783
8,8.0,27.714882440935348,60.23627002288329,1.1428571428571428,8.077440986478813,0.4141392552894018,1.4281666092140508,0.19015817473854552,-2.438304530203217,8.266036783664878,4.122567990240311,-0.12588045476298326,0.16927199888382138,8.440157909869258,7.022436515794489,-0.07411024521428686
9,9.0,27.714882440935348,60.23455377574371,1.1428571428571428,8.77061888329325,0.4496792460427046,1.6571931507954076,0.2206527044613483,-2.6580174231755023,8.043948849935445,4.008660014839052,-0.1258660957872637,0.19641713744175152,8.390846395071272,6.90530598951587,-0.07579908508326573
10,10.0,27.714882440935348,60.23283752860413,1.1428571428571428,9.429990095156661,0.48348593099372933,1.889142659106549,0.2515364226825877,-2.8734201894443108,7.826217640046367,3.896974680805712,-0.12585201701171833,0.22390871766680207,8.330226677829884,6.781200768294969,-0.07750878811760616
11,11.0,27.714882440935348,60.23112128146452,1.1428571428571428,10.057203393549836,0.5156438444639696,2.1222166407782215,0.28256986279229673,-3.0845380450048183,7.6128176651725905,3.7874996154501694,-0.12583821687604857,0.25153357495644757,8.258609290227689,6.651000502031377,-0.07922608718199692
12,12.0,27.714882440935348,60.229405034324934,1.1428571428571428,10.653827138419572,0.5462333979874101,2.354898893912414,0.3135511448532181,-3.2913981051112824,7.403721516703111,3.680221442050997,-0.12582469369330163,0.27911200301848677,8.176452832582099,6.515547661468319,-0.08093981026850072
13,13.0,27.714882440935348,60.22768878718535,1.1428571428571428,11.221353199895464,0.5753310813812461,2.5859188770571904,0.34431109823646944,-3.4940293409479697,7.19889991003881,3.5751258020878574,-0.125811445652797,0.3064934122159357,8.084325791204797,6.375642657417952,-0.08264060740282918
14,14.0,27.714882440935348,60.22597254004577,1.1428571428571428,11.761200688742335,0.6030096540102686,2.8142195512306767,0.3747089798367826,-3.6924625334365624,6.998321731284509,3.4721973790024263,-0.1257984708230131,0.3335525180755364,7.982875058894868,6.232040597910718,-0.08432071102964589
15,15.0,27.714882440935348,60.224256292906176,1.1428571428571428,12.274719504876305,0.629338326723175,3.038929161165056,0.40462871678879525,-3.886730224329617,6.801954086684127,3.37141992340841,-0.12578576715495338,0.3601859966883215,7.8728001270333205,6.085449369923176,-0.08597372586667484
16,16.0,27.714882440935348,60.22254004576659,1.1428571428571428,12.763193712817708,0.6543829349157404,3.259336485069524,0.43397561101127385,-4.076866664747092,6.609762354640879,3.272776279669931,-0.12577333248542377,0.3863095512128701,7.7548320671973245,5.936528783194927,-0.08759444469307237
