,runname,datetime,rmse_d34S,rmse_D33S,laki_bottom_bcg_d34S,Laki1_d34S,Laki2-3_d34S,Laki6_d34S,Laki7_d34S,Laki8_d34S,Laki9_d34S,Laki10_d34S,Laki11_d34S,Laki12_d34S,Laki13_d34S,Laki14_d34S,Laki15_d34S,Laki16_d34S,Laki17-18_d34S,Laki19_d34S,Laki20-21_d34S,laki_top_bcg_d34S,laki_bottom_bcg_D33S,Laki1_D33S,Laki2-3_D33S,Laki6_D33S,Laki7_D33S,Laki8_D33S,Laki9_D33S,Laki10_D33S,Laki11_D33S,Laki12_D33S,Laki13_D33S,Laki14_D33S,Laki15_D33S,Laki16_D33S,Laki17-18_D33S,Laki19_D33S,Laki20-21_D33S,laki_top_bcg_D33S
20,testconfigs_looptest_250730_143942,20250730_144012,3.3740574830858283,0.1218208091268117,0.1406575039757456,-2.5093424960242547,0.6606575039757452,7.382750694601597,5.357274884032638,3.409412700369032,0.7366729529108699,-1.1127163100713553,-2.080886363170184,-2.609584938570279,-3.985512393084994,-3.479042685242864,-2.055180966563728,-2.127795297949963,,-1.872367168918197,-0.8320906207254826,0.5207810200566723,-0.0235138010533211,-0.0535138010533211,0.1564861989466788,0.0227708257556352,0.0739470644296522,0.0043741854430696,-0.0854639019149737,-0.2156508643457927,-0.1861176107221709,-0.1467737504327227,-0.2075504655612931,-0.0784018039860662,0.1307540269954734,-0.0199115499784321,-0.1007389546003716,0.0078152399022272,0.0573594552736075,-0.0035182955870944
21,testconfigs_looptest_250730_144013,20250730_144044,4.227511764448457,0.0851368496169356,0.0761186728581044,-2.573881327141896,0.596118672858104,10.536118672858104,8.724566781406507,4.091466567512141,0.5482720849513204,-1.3450991100546734,-1.719301943695457,-1.0697174291200713,-1.1793379955265595,0.5491880491001622,3.0296051013429226,3.236523840826812,,0.9539055227092632,1.1517622815564312,0.625638467917943,-0.0228636221873139,-0.0528636221873139,0.157136377812686,0.017136377812686,0.0915923973546452,0.0748032835440752,0.0108636755462475,-0.1089772937420008,-0.0886552877741,-0.0661461733187117,-0.1471859819797099,-0.0402166530144384,0.1475359356049544,-0.018183555089537,-0.1014692176484358,0.0067522088182591,0.0565599384082907,-0.0035612117979051
22,testconfigs_looptest_250730_144045,20250730_144115,4.166031463923162,0.0796427879677357,0.0549118161687509,-2.5950881838312494,0.5749118161687505,10.51491181616875,8.128312635609653,3.0193556737836227,-0.2221520222698371,-1.7406135100582576,-1.554166881798373,-0.5515238320606461,-0.432392573178971,1.4905179676903408,4.071914670588121,3.749973873507096,,1.0130104334381915,1.1784207060584322,0.6256899679403318,-0.0227012980807039,-0.0527012980807039,0.157298701919296,0.017298701919296,0.0974517687074592,0.0930931205740502,0.0352655111427193,-0.0821812492177505,-0.0584618472706791,-0.0394002368369367,-0.1268610804168903,-0.0269232014774695,0.1540329814113276,-0.0165161360805881,-0.1008176007603202,0.0068507576869416,0.0565982332707264,-0.0035612804157876
23,testconfigs_looptest_250730_144116,20250730_144146,3.331361230144812,0.111382855422762,0.1042215643270125,-2.545778435672988,0.6242215643270121,8.967373395408428,5.777141481031049,3.3849727113371486,0.6738829289116041,-1.0726352290385432,-1.7295676958755997,-1.8063651906217035,-2.680550021891824,-1.676092157002686,0.2135350993246776,0.9766086271108748,,0.4163780643228971,0.8436561284549509,0.6206623443649448,-0.0233509564743674,-0.0533509564743674,0.1566490435256325,0.0281476082998314,0.0931649872093648,0.0280435406112422,-0.0594193558113172,-0.1890456755415491,-0.161188493577395,-0.1249530327406412,-0.1896008961160827,-0.064707354764352,0.1399531358457081,-0.0174922594835031,-0.1003806163570615,0.0072660980154465,0.056857894502233,-0.0035634037482818
24,testconfigs_looptest_250730_144147,20250730_144217,3.2657997294047303,0.109167959042858,0.1009688056954107,-2.5490311943045896,0.6209688056954104,8.84201902255641,5.623165750084741,3.269532888619856,0.5975871731905128,-1.097770870603503,-1.701566866254115,-1.7359599017448344,-2.5791423727435188,-1.5511374424101183,0.36155799197169,1.133486027562749,,0.4637544506786577,0.8719775423023375,0.6215256232744473,-0.0233120391746714,-0.0533120391746714,0.1566879608253285,0.0303100356260866,0.098093150066556,0.0338673897893599,-0.0531308207893768,-0.1826913503468907,-0.1552316746633913,-0.1196915840663932,-0.1851967342297577,-0.0612444520320618,0.1424319113554991,-0.0163843946935016,-0.0998019750828903,0.0074156071215323,0.0569333908071595,-0.0035571906869485
25,testconfigs_looptest_250730_144218,20250730_144248,2.1930135813509124,0.1302891094080164,0.1445003630843739,-2.5054996369156264,0.6645003630843735,5.092606124995652,3.115928513484471,1.6872675707230864,0.116558957992191,-0.4525294172940999,-0.3366397129325111,0.0388924269919646,0.0974087714171432,1.5279754208415142,3.281696194546285,3.12234989592564,,0.9135031255693952,1.12983057693304,0.6254834462077419,-0.0237298161064481,-0.0537298161064481,0.1562701838935518,-0.0097517926672587,0.039705212756457,-0.0275991879566612,-0.1136097677660079,-0.2390093433769757,-0.2041258391047473,-0.1593332837996212,-0.2162781776169023,-0.0847898025341757,0.1258896941161814,-0.0237243525380341,-0.1036338169563542,0.0064243315805823,0.0564396027718912,-0.0035613381908555
26,testconfigs_looptest_250730_144249,20250730_144318,2.139924767265314,0.1347866140174122,0.1334128617706103,-2.51658713822939,0.6534128617706099,5.039642944393513,3.276590460567728,1.8461178992907523,0.2186232775527173,-0.4048891941306611,-0.2662957652171109,-0.0446844204051002,-0.3706255994068224,1.093636315722124,2.9688731961662445,2.9627256220961904,,0.8822813333219788,1.1125961244396851,0.6252844717573396,-0.0238082785376099,-0.0538082785376099,0.15619172146239,-0.0215395485226853,0.0264894544805386,-0.040544377488989,-0.1254492177019989,-0.2492824783111334,-0.2126003577073229,-0.1656670494414737,-0.2198432273315732,-0.0865861537264115,0.1250140216903333,-0.0240167251616793,-0.1037737665112786,0.0063924734017938,0.0564171182650291,-0.0035614716019765
27,testconfigs_looptest_250730_144319,20250730_144349,4.742245825606541,0.121552446735027,0.1490431082457384,-2.500956891754262,0.669043108245738,10.609043108245736,9.570714046254762,6.234362040586019,2.446789933011596,-0.2491491711116082,-1.9734749915916523,-2.802111140131864,-4.11334875849983,-3.358206827363798,-1.7152223870869436,-0.6159794316375597,,0.1552796308899378,0.7212216274908965,0.6217895187565201,-0.0235122221153464,-0.0535122221153464,0.1564877778846535,0.0164877778846535,0.0711699090931785,0.0032833628397684,-0.0856365455605147,-0.2151748348363203,-0.1854795521923798,-0.1463797010366357,-0.2075978794296162,-0.0789709534353399,0.1295863804275882,-0.0222988955569699,-0.1029427170736464,0.0065809072020938,0.0565064469843623,-0.0035609980969489
28,testconfigs_looptest_250730_144350,20250730_144420,2.4149101381605376,0.1303409629912654,0.129036261363229,-2.520963738636772,0.6490362613632286,4.703015162127663,3.765794068571486,2.5174014756732603,0.7417086295513123,0.1338873587529505,0.1321335855724115,1.1150527133611132,1.0727713839185986,2.194931358322997,3.689887465488564,3.298378042127829,,0.9404399117458304,1.1437859211343273,0.6255860103988606,-0.0236386528937016,-0.0536386528937016,0.1563613471062983,0.0013528164624187,0.0398994623995467,-0.0316386007792081,-0.1160577467546499,-0.2398684997924156,-0.2034077478430336,-0.1582265595805675,-0.2156036940162553,-0.0844372421293405,0.1260652218728032,-0.0236650025421021,-0.1036054410858497,0.0064306675106796,0.0564352466898131,-0.0035613774379053
29,testconfigs_looptest_250730_144421,20250730_144452,3.250034065894572,0.112824922037068,0.1294826521033041,-2.520517347896696,0.6494826521033037,8.300633224496561,5.597790861262883,3.377837098192781,0.6253072026989445,-1.1637915493290396,-1.9060246964648275,-2.115997612580517,-3.147796924657553,-2.3257567639566328,-0.6950458417981324,0.082040037354484,,0.0802213517400813,0.6261607739468031,0.6149294221520023,-0.0233538027546395,-0.0533538027546395,0.1566461972453604,0.0380047852055348,0.0969011516704613,0.0296630563963663,-0.0592750959151409,-0.1905193013991161,-0.1634997300229742,-0.1274995169063879,-0.1920571129423473,-0.0669122777655755,0.138076599402445,-0.0183742211546412,-0.1007535640146847,0.0072296868041606,0.0568561986751903,-0.0035566466040371
30,testconfigs_looptest_250730_144453,20250730_144524,2.168721133253761,0.1271391973577639,0.1349402776393287,-2.515059722360672,0.6549402776393283,5.086250103888947,3.287532124935293,1.830077842300462,0.1819389609249829,-0.4561235973503377,-0.5145342804581041,-0.2499025048241647,-0.4273132442783955,1.1277102642640369,3.031612344068459,3.015957628359708,,0.8984580792282024,1.1223888042874286,0.625449602649315,-0.0236555073372663,-0.0536555073372663,0.1563444926627337,0.0021011404367296,0.0513861346566115,-0.0174762272334931,-0.1055416602629972,-0.2332082042203786,-0.197275482964875,-0.1533654736837218,-0.2121076934598113,-0.0822028157894046,0.1273925352164702,-0.0231034268392678,-0.1032992928383429,0.0065171576340704,0.0564803864297299,-0.0035610100545538
31,testconfigs_looptest_250730_144525,20250730_144555,2.13670646940938,0.1317271126465744,0.132501669304375,-2.5174983306956253,0.6525016693043746,5.011843372141551,3.2700659042912568,1.8556879389563257,0.2408023277816936,-0.3683616192010004,-0.2237037589280976,0.0019542355584145,-0.3317154161284259,1.1186990866524305,2.983297775529361,2.9683745277193365,,0.8829763807175066,1.1129280881592454,0.6252863280548979,-0.023810584995684,-0.053810584995684,0.1561894150043159,-0.0219029057874158,0.0261054925377845,-0.0409010327923863,-0.1255741029970535,-0.2441129408346522,-0.2048446996492142,-0.1582148886345622,-0.2146474172221628,-0.0834368226833851,0.1268059219917436,-0.0232938188382795,-0.103389145290978,0.0064906606917979,0.0564631652166897,-0.0035612418288461
32,testconfigs_looptest_250730_144555,20250730_144626,2.1892150715108727,0.1254776635466863,0.1455258563047987,-2.5044741436952016,0.6655258563047983,5.217500560419468,3.195845880642364,1.6796525965958076,0.025634513006145,-0.6048350589217399,-0.5089206886851549,-0.2832932401476418,-0.2720001106269381,1.252939508428784,3.1045458386856435,3.0413893283394886,,0.8998916924851521,1.1226374992903647,0.6254152672760647,-0.0235687405659801,-0.0535687405659801,0.1564312594340198,0.0155625337433727,0.0655898379780689,-0.0042955145421215,-0.0941486973713583,-0.223989802602945,-0.1938242293743792,-0.1536559125527768,-0.2135730303414429,-0.0835506011701947,0.126451044282232,-0.0235540568081194,-0.1035569684118283,0.0064399926462518,0.056439354546049,-0.0035613630282135
33,testconfigs_looptest_250730_144627,20250730_144657,2.081882328406502,0.1203094152197931,0.1433769671951346,-2.5066230328048658,0.6633769671951342,5.173320870816129,3.066808580811145,1.345391539936388,-0.4956604617058672,-1.208333222728145,-1.0239132882606137,-0.526266470523888,-1.1126399452578162,0.3495034805575541,2.4408920075907723,2.705333480052654,,0.8356994853263444,1.0873930627560924,0.6250639850422495,-0.0237617540643831,-0.0537617540643831,0.1562382459356168,0.0021658785042353,0.0598080525459116,-0.0042114915650729,-0.0889679427402828,-0.2152303962671331,-0.1833182522776034,-0.1433398773843777,-0.2053093093576379,-0.0781362855919597,0.1297033712070734,-0.0221410451141236,-0.1027661096600778,0.0066793372649795,0.0565693784466233,-0.003559904145609
34,testconfigs_looptest_250730_144658,20250730_144729,4.3205083596185,0.0900005486212196,0.0898116821139201,-2.5601883178860803,0.6098116821139197,10.54981168211392,9.14704433124662,4.864753657158441,1.111218324243432,-1.0555587356193674,-1.773125459370871,-1.5032889580242863,-1.872745023026506,-0.3376809916470575,2.0522908759671177,2.764079909332259,,0.8996819930578841,1.1271593369780124,0.6255753209282933,-0.023015357745394,-0.053015357745394,0.156984642254606,0.0169846422546059,0.0856000702027125,0.0567787304871141,-0.0125637125427725,-0.1341654856052421,-0.1070403276180603,-0.0793782893129434,-0.1560928037560449,-0.0445976098362392,0.1467430420794874,-0.0181348460156578,-0.1014033136772536,0.0067753411886982,0.0565714996536712,-0.0035612716532618
