,t,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,60.25,1.1428571428571428,1.0871193422865302,0.05573780057061255,0.04918843636044347,0.006549364210169077,-0.6803372757170356,13.269411497022654,6.3790387323199305,-0.14930305222904394,0.005830009531789846,8.503585178793298,7.606127821713873,-0.06406124382879094
1,1,60.24828375286041,1.1428571428571428,2.121219248613341,0.1087572365303319,0.139386567102749,0.0185591057880264,-1.0117778240237296,12.933344288644788,6.48170744761456,-0.14184748838752537,0.01652065149739119,8.549281651775399,7.594628676946365,-0.06485470669379671
2,2,60.246567505720826,1.1428571428571428,3.104885507384836,0.1591908840856482,0.26349367585536376,0.03508377533303343,-1.3374121099999359,12.603164393639954,6.4400212962277825,-0.06400125390670919,0.031230320690545023,8.604541421015265,7.576681104124439,-0.06357510674504097
3,3,60.244851258581235,1.1428571428571428,4.040577796616815,0.20716485362516354,0.4153546944415859,0.05530383503894146,-1.6572529485998633,12.278858818167482,5.8808452731673455,-0.15872384318638133,0.04922949389819297,8.662868094398949,7.528034678050042,-0.06824616944066379
4,4,60.243135011441645,1.1428571428571428,4.930635834412707,0.2527991050612516,0.5896436585113829,0.07851014099145459,-1.9713159087481058,11.960411775971957,5.931372239284749,-0.09474012758037276,0.06988691659744004,8.719177564348508,7.495777312428238,-0.06574035629892207
5,5,60.24141876430206,1.1428571428571428,5.777285229477527,0.2962077477923224,0.7817611222132279,0.1040902840904774,-2.2796192913416835,11.647804710689602,6.0831884847599715,-0.09391689833182504,0.09265744413357796,8.769562342856903,7.47154529532136,-0.06637403476165168
6,6,60.23970251716247,1.1428571428571428,6.582643046298914,0.33749932603575605,0.9877438787651741,0.13151656948380971,-2.5821841024534775,11.34101632301876,5.220287128581802,-0.0942361519185031,0.11707134144233493,8.811091181003196,7.333167711643353,-0.06715250698320639
7,7,60.23798627002288,1.1428571428571428,7.348723098911073,0.3767770902449836,1.2041855286631948,0.16033544034696276,-2.879034021826876,11.040022602664568,5.3049603918470245,-0.11434736922089073,0.1427248684773302,8.841638966743238,7.283862863242877,-0.07080979420054512
8,8,60.236270022883296,1.1428571428571428,8.077440986478813,0.4141392552894019,1.4281666092140513,0.1901581747385455,-3.1701953667633287,10.744796864956108,5.357493706517946,-0.15767435021685205,0.16927199888382133,8.859742583582848,7.23147486026184,-0.07949206145006647
9,9,60.234553775743706,1.1428571428571428,8.77061888329325,0.44967924604270454,1.6571931507954076,0.22065270446134824,-3.455697051525819,10.455309792008816,5.284702379968476,-0.10097154973998101,0.19641713744175154,8.86447900865217,7.155942578128994,-0.07090936961074659
10,10,60.23283752860412,1.1428571428571428,9.429990095156663,0.48348593099372933,1.889142659106549,0.2515364226825877,-3.7355705423903762,10.171529478301355,5.099607703792142,-0.048473584842056994,0.22390871766680207,8.85536244406233,7.050480786295611,-0.06018308259542965
11,11,60.23112128146453,1.1428571428571428,10.057203393549836,0.5156438444639696,2.122216640778222,0.28256986279229673,-4.009849808494281,9.893421480512643,4.869656712141457,-0.07112305906453731,0.2515335749564476,8.832257720959486,6.9231993452266245,-0.06546338793336129
12,12,60.22940503432494,1.1428571428571428,10.653827138419569,0.54623339798741,2.354898893912414,0.3135511448532181,-4.278571268643283,9.620948871458479,5.228139991654945,-0.032672785015730454,0.27911200301848677,8.795307600715248,6.947590308357746,-0.05493999445250866
13,13,60.22768878718536,1.1428571428571428,11.221353199895464,0.5753310813812461,2.5859188770571904,0.3443110982364694,-4.541773734250243,9.354072297947269,4.862992955039336,-0.04697420485044734,0.3064934122159357,8.744871930288427,6.770365455606873,-0.058477512459627644
14,14,60.22597254004577,1.1428571428571428,11.761200688742338,0.6030096540102686,2.8142195512306767,0.3747089798367826,-4.799498348592501,9.092750042372977,4.426522799120036,-0.08645100653181803,0.3335525180755364,8.68147689598712,6.550358244854442,-0.07119626523543053
15,15,60.224256292906176,1.1428571428571428,12.274719504876305,0.629338326723175,3.0389291611650564,0.4046287167887952,-5.051788522581591,8.836938087840362,4.214790022657122,-0.07284278814767564,0.36018599668832146,8.605772867734567,6.389219469698202,-0.06690440620528965
16,16,60.22254004576659,1.1428571428571428,12.763193712817706,0.6543829349157406,3.2593364850695234,0.43397561101127385,-5.2986898672520155,8.586590186619336,4.125066654283027,-0.03943185654675663,0.38630955121287003,8.518499539794034,6.265776695314759,-0.054239907872149044
17,17,60.220823798627,1.1428571428571428,13.227844752521248,0.6782061031536006,3.4748691379018384,0.4626734503212859,-5.540250123181822,8.341657931709046,4.543558779821044,-0.16689758508214858,0.4118553402925743,8.420457258310304,6.349024632960972,-0.10612094143805098
18,18,60.21910755148741,1.1428571428571428,13.669834493612106,0.700867401766284,3.6850745622664345,0.49066197740168765,-5.776519087066223,8.102090831290543,4.026720965478625,-0.1586596885603253,0.43676972502111705,8.312483584963,6.046804218290687,-0.10509743588336704
19,19,60.21739130434783,1.1428571428571428,14.090268140665183,0.7224234958040655,3.8896033843948357,0.5178946736756643,-6.007548535670204,7.867836385833771,4.114476565342251,-0.04769204828614093,0.4610112962269308,8.195434282937693,6.00031565519726,-0.056245432886537994
20,20,60.21567505720824,1.1428571428571428,14.490196996792218,0.7429282867301078,4.088194850892802,0.544336820232141,-6.233392147393824,7.638840167629057,4.2231028789051495,-0.09264800435759835,0.4845491483784244,8.070168029302764,5.970595096018039,-0.07765527339083349
