,t,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot
0,0,60.25,1.1428571428571428,1.0871193422865302,0.05573780057061255,0.04918843636044347,0.006549364210169077,-0.8243250720689765,16.07777345004169,8.171897516759508,-0.05038883534580485,0.005830009531789846,8.519957955748115,7.616580205516309,-0.06348457300153212
1,1,60.24828375286041,1.1428571428571428,2.121219248613341,0.1087572365303319,0.139386567102749,0.0185591057880264,-1.2258544270624672,15.669451807277524,8.008623061653175,-0.1094889939001753,0.01652065149739119,8.594483930550123,7.619854317671821,-0.06432012328339096
2,2,60.246567505720826,1.1428571428571428,3.104885507384836,0.1591908840856482,0.26349367585536376,0.03508377533303343,-1.6203121133145926,15.268321457905909,7.813119245915656,-0.09073874976817109,0.031230320690545023,8.687775130822962,7.6195633934327205,-0.06441012731525654
3,3,60.244851258581235,1.1428571428571428,4.040577796616815,0.20716485362516354,0.4153546944415859,0.05530383503894146,-2.0077151520447867,14.874365092776287,7.6208027047890425,-0.0380105570656486,0.04922949389819297,8.790643554707524,7.613691901813177,-0.06230351545815236
4,4,60.243135011441645,1.1428571428571428,4.930635834412707,0.2527991050612516,0.5896436585113829,0.07851014099145459,-2.3880838851969566,14.487562025838896,7.271351518686631,-0.06990266449280469,0.06988691659744004,8.89579230309016,7.589424332570096,-0.06400454258762919
5,5,60.24141876430206,1.1428571428571428,5.777285229477527,0.2962077477923224,0.7817611222132279,0.1040902840904774,-2.761441947680132,14.107888222375964,7.240466499269793,-0.08332030509938804,0.09265744413357796,8.997507393404918,7.578775718297822,-0.0653921815162109
6,6,60.23970251716247,1.1428571428571428,6.582643046298914,0.33749932603575605,0.9877438787651741,0.13151656948380971,-3.1278162338271853,13.73531633310865,7.0465136225197345,-0.03633484360809902,0.11707134144233493,9.091395094999816,7.546966497066198,-0.06037392314804117
7,7,60.23798627002288,1.1428571428571428,7.348723098911073,0.3767770902449836,1.2041855286631948,0.16033544034696276,-3.4872368581824187,13.369815734074253,6.673193948838252,-0.02937617156728578,0.1427248684773302,9.174158385003071,7.47914381771072,-0.05868229119107313
8,8,60.236270022883296,1.1428571428571428,8.077440986478813,0.4141392552894019,1.4281666092140513,0.1901581747385455,-3.83973711074459,13.01135257213848,6.690304665717184,-0.02476281197916208,0.16927199888382133,9.243406998719141,7.457082435459759,-0.05699385969784924
9,9,60.234553775743706,1.1428571428571428,8.77061888329325,0.44967924604270454,1.6571931507954076,0.22065270446134824,-4.185353406815584,12.659889815996861,6.481522133916506,-0.027171133607728493,0.19641713744175154,9.297496306225169,7.3910184882332075,-0.05641370313203949
10,10,60.23283752860412,1.1428571428571428,9.429990095156663,0.48348593099372933,1.889142659106549,0.2515364226825877,-4.524125231617604,12.315387312493487,6.3953622970984725,-0.04265867912378596,0.22390871766680207,9.335390902576217,7.3406115356937,-0.05888107451269822
11,11,60.23112128146453,1.1428571428571428,10.057203393549836,0.5156438444639696,2.122216640778222,0.28256986279229673,-4.85609507986029,11.977801848076064,6.122346752346797,-0.0800750115790283,0.2515335749564476,9.356549366381747,7.23829294935181,-0.06771510455217157
12,12,60.22940503432494,1.1428571428571428,10.653827138419569,0.54623339798741,2.354898893912414,0.3135511448532181,-5.181308390457384,11.647087215184815,5.9230031068919775,-0.06348714744208728,0.27911200301848677,9.360827132225266,7.141534944275221,-0.06354065287106671
13,13,60.22768878718536,1.1428571428571428,11.221353199895464,0.5753310813812461,2.5859188770571904,0.3443110982364694,-5.49981347660311,11.323194283356708,5.889285164986324,-0.09284142266130502,0.3064934122159357,9.348394846665984,7.084917256964159,-0.07253551255532895
14,14,60.22597254004577,1.1428571428571428,11.761200688742338,0.6030096540102686,2.8142195512306767,0.3747089798367826,-5.811661451434746,11.006071074823431,5.6744495341609635,0.054471348331031066,0.3335525180755364,9.319669944247853,6.966607349701126,-0.024191258917792904
15,15,60.224256292906176,1.1428571428571428,12.274719504876305,0.629338326723175,3.0389291611650564,0.4046287167887952,-6.116906149519874,10.695662844348641,5.262803667079874,-0.09718795708546502,0.36018599668832146,9.27525949672676,6.766699308757571,-0.07567319514369288
16,16,60.22254004576659,1.1428571428571428,12.763193712817706,0.6543829349157406,3.2593364850695234,0.43397561101127385,-6.415604044419321,10.391912163062678,5.311211119750414,-0.050190748021261555,0.38630955121287003,9.215912662308593,6.7239956314430955,-0.05839617040921302
17,17,60.220823798627,1.1428571428571428,13.227844752521248,0.6782061031536006,3.4748691379018384,0.4626734503212859,-6.707814162582926,10.09475900602208,5.170914483688005,-0.09132546053547408,0.4118553402925743,9.142481297838776,6.607404429861586,-0.07499615836624754
18,18,60.21910755148741,1.1428571428571428,13.669834493612106,0.700867401766284,3.6850745622664345,0.49066197740168765,-6.993597993847356,9.804140843224785,4.917929553612366,-0.10276523923513636,0.43676972502111705,9.055887500647707,6.436057148266318,-0.0806844326213975
19,19,60.21739130434783,1.1428571428571428,14.090268140665183,0.7224234958040655,3.8896033843948357,0.5178946736756643,-7.273019398812974,9.51999273380233,4.743961274693342,-0.11028743567176313,0.4610112962269308,8.95709702248423,6.290515217010238,-0.08510261356301056
20,20,60.21567505720824,1.1428571428571428,14.490196996792218,0.7429282867301078,4.088194850892802,0.544336820232141,-7.546144513378206,9.242247423098204,4.725354717440622,-0.13540062094086203,0.4845491483784244,8.847097649444123,6.2139607966519,-0.09837101734720322
21,21,60.21395881006865,1.1428571428571428,14.870621092447166,0.7624330472021944,4.280664095659262,0.5699638024357354,-7.813041650720498,8.97083544234678,4.618902348573428,-0.04394294172582747,0.5073613704084629,8.72688177231117,6.094069986913677,-0.05360773685207165
