,t,temp,depth,so2_emitted,so2_pool,so2_oxidised,so4_pool,so4_removed,d34S_so2_pool,d34S_so4_pool,d33S_so4_pool,D33S_so4_pool,f_volc,d34S_so4_tot,d33S_so4_tot,D33S_so4_tot,so4_norm
0,0.0,5.906579001645354,60.16999999999999,4.440892098500626e-16,2.220446049250313e-16,2.0816681711721685e-17,6.938893903907228e-18,8.673617379884035e-19,0.051260680504271273,0.9997968471029701,0.5050203843723611,0.029381155552599552,1.734723475976807e-18,0.005828825148463667,0.002944273654639016,0.00017129241692665525,8.0426496337911625e-19
1,0.0,5.906579001645354,60.16883295194507,4.440892098500626e-16,8.881784197001252e-16,1.3877787807814457e-17,0.0,6.938893903907228e-18,0.07625405644775726,0.9748785316657372,0.49219101586303965,0.029381960806843882,0.0,0.016105628473938094,0.008131316243220199,0.00048540913479987505,6.43411970703293e-18
2,0.0,5.906579001645354,60.167665903890146,4.440892098500626e-16,0.0,0.0,0.0,6.938893903907228e-18,0.10082302155498646,0.9503833528032335,0.47958090758012917,0.029382752364160606,6.938893903907228e-18,0.029680776887000306,0.014977465540790052,0.0009176327791036055,6.43411970703293e-18
3,0.0,5.906579001645354,60.16649885583523,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,1.1102230246251565e-16,2.0816681711721685e-17,0.12496801688161378,0.926310870768882,0.46718983685602566,0.02938353023971288,0.0,0.0456018153603465,0.022999519222801485,0.0014465363226433142,1.930235912109879e-17
4,0.0,5.906579001645354,60.165331807780305,4.440892098500626e-16,0.0,0.0,1.1102230246251565e-16,0.0,0.14868969613302827,0.9026604338052624,0.4550174733068999,0.02938429445565802,1.3877787807814457e-17,0.06308415445315746,0.03179976820737719,0.0020535777358971917,0.0
5,0.0,5.906579001645354,60.16416475972539,4.440892098500626e-16,1.7763568394002505e-15,5.551115123125783e-17,2.220446049250313e-16,2.7755575615628914e-17,0.1719889244132323,0.8794311793912124,0.44306337954794056,0.029385045040771357,1.3877787807814457e-17,0.08148584537376784,0.04105312033809756,0.002722743169227944,2.573647882813172e-17
6,0.0,5.906579001645354,60.16299771167047,4.440892098500626e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,0.1948667766015634,0.8566220358605826,0.43132701210158764,0.02938578203070738,1.3877787807814457e-17,0.1002858908472623,0.05049603190704708,0.0034402329216669737,5.147295765626344e-17
7,0.0,5.906579001645354,60.16183066361555,4.440892098500626e-16,0.0,5.551115123125783e-17,0.0,0.0,0.21732453536268917,0.8342317243860577,0.4198077224963784,0.029386505467713302,2.7755575615628914e-17,0.11906561314261647,0.05991700197906314,0.004194185127887726,0.0
8,0.0,5.906579001645354,60.16066361556063,4.440892098500626e-16,1.7763568394002505e-15,2.7755575615628914e-16,2.220446049250313e-16,2.7755575615628914e-17,0.2393636887969398,0.8122587613217486,0.40850475855247365,0.02938721540071356,5.551115123125783e-17,0.13749266413982908,0.06914841703373002,0.004974432692508203,2.573647882813172e-17
9,0.0,5.906579001645354,60.159496567505705,4.440892098500626e-16,1.7763568394002505e-15,5.551115123125783e-17,6.661338147750939e-16,2.7755575615628914e-17,0.26098592773924467,0.7907014608963537,0.39741726585052806,0.029387911885078857,5.551115123125783e-17,0.15530731752027283,0.07805956172828832,0.005772289527857618,2.573647882813172e-17
10,0.0,5.906579001645354,60.15832951945079,4.440892098500626e-16,1.7763568394002505e-15,5.551115123125783e-17,2.220446049250313e-16,5.551115123125783e-17,0.2821931427158428,0.7695579382471276,0.38654428937825297,0.029388594982631737,2.7755575615628914e-17,0.1723107311232224,0.0865506361561099,0.006580362616590087,5.147295765626344e-17
11,0.0,5.906579001645354,60.157162471395864,4.440892098500626e-16,0.0,1.1102230246251565e-16,4.440892098500626e-16,0.0,0.30298742056938394,0.7488261127848124,0.3758847753506914,0.029389264761459557,5.551115123125783e-17,0.18835490916950387,0.09454764131566061,0.007392386830791473,0.0
12,0.0,5.906579001645354,60.15599542334095,4.440892098500626e-16,0.0,1.1102230246251565e-16,8.881784197001252e-16,5.551115123125783e-17,0.32337104076355316,0.728503711877735,0.3654375731974836,0.029389921295879917,0.0,0.20333413022859714,0.10199801303336453,0.008203079801448724,5.147295765626344e-17
13,0.0,5.906579001645354,60.15482837528603,4.440892098500626e-16,0.0,1.1102230246251565e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34334647138035185,0.7085882748427973,0.3552014377116649,0.029390564666304783,0.0,0.21717763821277217,0.10886690066825433,0.009008014451528865,1.0294591531252688e-16
14,0.0,5.906579001645354,60.153661327231106,4.440892098500626e-16,3.552713678800501e-15,0.0,4.440892098500626e-16,1.1102230246251565e-16,0.3629163648226903,0.6890771572296385,0.34517503135276945,0.029391194958942556,0.0,0.22984342094227822,0.11513400088451849,0.009803507087804302,1.0294591531252688e-16
15,0.0,5.906579001645354,60.15249427917619,4.440892098500626e-16,5.329070518200751e-15,0.0,1.3322676295501878e-15,1.1102230246251565e-16,0.3820835532371717,0.6699675353844718,0.3353569266975892,0.029391812265892887,1.1102230246251565e-16,0.2413129244812743,0.12079086888890354,0.010586519195466661,1.0294591531252688e-16
16,0.0,5.906579001645354,60.151327231121265,4.440892098500626e-16,3.552713678800501e-15,0.0,1.3322676295501878e-15,1.6653345369377348e-16,0.40085104367168045,0.6512564112776881,0.3257456090309455,0.02939241668479047,1.6653345369377348e-16,0.25158657196518797,0.12583864003430764,0.011354571298563081,1.5441887296879031e-16
